ID,Group,f_1,f_2,Feature_3
ID319,A,3145.532905092123,403.3365707147287,9588.24886596994
ID764,C,2108.110441430873,438.32173638894955,608.3442193493067
ID161,A,2409.414732530511,384.5199858381914,7941.153662596543
ID203,B,2382.731729067889,420.65921933835045,7194.392371293812
ID693,B,2070.3468643472147,423.5739842620994,7127.830629412002
ID264,C,2675.0118384358298,373.9498268451669,244.54435878426966
ID509,C,3117.5280507208563,424.74950489713285,-119.53604714760922
ID305,C,3052.7199326040827,413.58907581106797,11.261087900353687
ID662,A,2445.5964411071604,407.5296520820194,8150.997918739578
ID121,C,2661.107879542397,399.50811843125064,-112.04411879692998
ID721,B,2449.7068458823856,419.0760166815926,7424.45670574512
ID692,A,2324.8426882228277,385.42774741522726,7060.305133111401
ID405,C,2630.886444713136,398.04176447084325,-285.8576640102974
ID380,C,2484.5370328703602,387.00027451602756,302.91519311835054
ID371,C,2417.4989710190125,411.1708252358638,1093.784173726733
ID168,A,2718.0893921296683,408.40655786460064,8554.229479071575
ID541,C,2494.25841861911,406.05223022792865,813.8527328682712
ID641,C,2720.6377039988233,371.0030137234561,-77.09752638837062
ID382,A,1623.784038643435,381.23208130621106,5784.690409449104
ID683,B,2379.8820953402937,425.6180195413533,7145.816903317571
ID883,C,2571.0472308971225,371.58884669507285,630.0047208001015
ID733,A,2433.2778123377375,399.82976852150557,7532.742194752858
ID823,A,2208.060747424387,407.2215614329458,7112.232269599188
ID766,B,2828.5381681040935,403.972192039728,7997.594073894017
ID571,C,2314.0497010228737,407.35920696086424,685.1850098473776
ID222,C,2642.1522311913404,395.33018985066775,273.90236653408465
ID788,B,2045.1239574833505,398.4840526924155,6009.916606285358
ID128,A,1994.858794195117,410.8581165414398,6043.535606782765
ID233,B,2500.994832049281,433.7055356238847,7010.640837886275
ID590,A,2546.4345637733577,389.2193776435728,7982.792895466114
ID402,A,2613.0907415895836,392.58602842704664,8072.187423545287
ID163,B,2494.637483284447,397.56997115208276,7231.14033921193
ID136,A,3143.1783077024966,386.0327697640039,10477.950781786105
ID318,A,2971.927328722575,403.48665350973647,9541.358099089113
ID798,C,2726.1956047936446,384.457947451802,437.2165029325661
ID270,B,2473.5123212820695,392.93148552627787,7504.624516491815
ID867,B,2396.9048247219957,376.29144685225197,7729.781487609184
ID808,C,2416.7482706689048,410.7682062535718,713.2397068881919
ID667,C,3134.205747732742,403.47144041685317,-380.2611043444049
ID139,B,2213.9969636940896,393.90609205545155,7031.400481722872
ID363,A,2795.4886485504057,403.1249952315575,9083.84965284521
ID368,C,2167.797664937827,424.8071794858344,588.1989710835885
ID297,A,2313.538391197675,414.54666462687095,7481.770849951409
ID799,C,2680.3856770880902,390.2457515470942,606.4566452204476
ID521,A,2259.1108387749855,383.96083278507285,7704.165488486081
ID803,A,2604.2487037158353,405.4479245415249,8837.969457640736
ID563,B,2837.496906011149,403.7232112277534,7848.16882932205
ID583,C,1867.0521547172054,402.65631218531223,1121.653758315409
ID105,C,3207.71416400743,416.89320182714374,-488.78377234117306
ID532,B,2986.6617707835894,399.0902007229713,8340.960994987166
ID450,C,2639.930949623989,399.1815414065824,187.53088123173484
ID384,C,2690.2902293813463,390.4193741591167,126.49200729416816
ID516,C,2776.0764167249777,404.5576555586841,-223.69923369399294
ID266,B,2470.6233519984407,388.44785860198965,7754.074830545057
ID395,A,2660.707101650515,420.4873308831061,8089.41708181376
ID536,C,2404.654978207936,407.29219497205344,211.09950538058592
ID498,A,2347.4789207531753,422.45462754730505,7164.642384855851
ID191,C,2158.8681300827416,388.39955686395297,562.3711835688787
ID897,C,2018.9876281055917,412.9758373450937,827.8119889117806
ID508,A,2608.427762726382,425.99145061754353,8461.781165804905
ID630,B,1923.0710889383975,378.7591249084595,6449.262853567754
ID787,B,2191.3533147301787,411.5714535662353,6231.575492431244
ID370,B,2623.432339904106,398.2085265745309,8200.59833123498
ID753,C,2197.968531044193,395.05656381062244,689.3460938620403
ID106,B,2551.480918678486,425.71933863225894,7657.4562231314885
ID393,C,2325.731085102648,400.98000624933934,604.1838736926309
ID216,C,2211.6965704690815,402.0039365640609,695.6263601899104
ID659,A,2347.9175539386947,396.6615751524502,7793.19279109184
ID482,B,2338.6261773916376,406.7266680057264,7232.773400337857
ID301,C,2794.207429514719,406.45873676812585,289.6826014005346
ID404,B,2919.823882283014,411.95114038107965,8482.182705207211
ID593,C,2207.0968766305105,401.00077584441317,954.6944587364683
ID801,C,2760.215989807344,397.17100420043136,471.68700778660104
ID548,C,2483.247973951623,409.7744326731078,583.1925834451472
ID413,A,2007.1733840297734,405.7303640135182,6696.082413093238
ID545,C,2348.8186760788476,404.85379499144045,802.8160443143481
ID852,A,2863.185464347089,417.5546309619289,8602.325644204193
ID804,A,2744.448469889618,414.8180213140281,8548.169945644333
ID665,A,2295.742441820339,406.352110635096,7538.301798627956
ID560,B,2905.1361399776406,385.3935649713976,8578.861707136486
ID325,A,1986.069023720519,400.0093793999452,6119.331278314361
ID589,A,2880.825586321716,408.73944311896065,9158.635026086853
ID240,A,2291.0398017123225,393.3543905304629,7560.827133492579
ID696,A,2379.163054106972,399.74661337460066,8214.423258739085
ID228,B,2839.187159783034,424.46549381785604,8235.728395257254
ID300,A,2646.1846943192813,384.9401397822153,8596.661990731898
ID230,C,2586.6880095626148,411.78555663380615,279.0073574140283
ID731,B,2386.523555296319,395.86130449131144,6883.111976879602
ID578,A,2311.2745455412614,393.697582041967,7489.635582771334
ID724,B,2842.927313323719,407.869500926619,8622.69427882527
ID454,C,2436.097416341018,396.09302661656255,250.46107767311764
ID642,C,2402.4785600377754,406.2909971939287,464.3557962164548
ID869,A,2526.6210648182555,388.31945067852206,8130.8352140303905
ID231,B,2644.511839884465,418.0245132533082,8381.463617276135
ID670,C,2391.7509914395023,416.2665522658145,655.7143558794005
ID624,B,2332.4043627566,414.6414640345166,7052.0255032852365
ID537,A,2739.555145461958,396.02324728377044,8839.635257297738
ID249,A,2206.2166503818958,414.64235788516066,6972.610060046011
ID845,B,2629.81544065033,401.4821619055863,7995.019239552693
ID469,B,2436.067596399257,391.1565701621476,7433.180519319898
ID468,A,2579.084380703681,388.016665058263,8063.909803379431
ID244,C,2957.077277619269,413.0630993007512,296.6297646704488
ID585,C,2238.386015823342,394.84189611898114,938.7319759865461
ID304,B,2268.5316507798393,415.9899807462087,7291.519155795971
ID704,C,2699.063081862313,397.29240883666546,-254.27195052076672
ID863,B,2246.9051571278324,417.5081788489728,7095.691009407961
ID410,B,2586.4124630599067,393.94455221642255,7694.926035899203
ID324,C,2062.2954875254004,358.5999954611382,611.395547551029
ID857,C,2787.8568565475007,395.82505625834756,476.2255203108016
ID381,C,2732.3447287083804,380.56070317918164,273.7293658673216
ID298,A,2756.812306606298,402.1722268797684,9225.928457704396
ID574,B,2535.8094620638635,395.96889135816366,7260.0024217102255
ID265,B,2503.3252606676565,410.26792008794314,7601.970458574507
ID481,B,2567.4288679211218,406.6479639634481,7698.794296581226
ID618,A,2596.911499931861,395.91032562534014,8385.208208315138
ID595,A,2546.079076620503,375.0707735479429,8008.152504691518
ID278,B,2525.592666322077,373.32316913711276,7465.690361093284
ID666,A,2341.5429453901397,382.3239299119748,7969.795631361869
ID479,B,2363.662268787807,388.4841929280103,7619.432023156991
ID286,A,2763.337748089739,390.62658296439275,8118.097715193579
ID524,B,2325.3197415114155,408.5246558887402,6843.687408176059
ID201,B,2627.116516250174,392.231816374045,7553.677328205568
ID334,C,1901.8371128723447,389.19251137973095,1502.4034382036634
ID506,C,2404.9729428340297,385.62585223976976,216.27099418187527
ID848,C,2706.048151109687,418.9506892504578,-6.815106752290831
ID751,B,2292.7580677566257,400.9599292910449,7415.313113613908
ID669,C,2330.7553345552847,388.0142182706969,104.88515155417463
ID544,C,2783.270303071333,393.84450191138365,187.40425250979388
ID626,B,2040.7773303975534,391.6628417063042,6432.7574821658945
ID875,B,1957.8988713680478,375.1482642189993,6463.02093341004
ID346,B,2226.5369708367634,403.8893457230579,7384.988238973256
ID287,B,2411.809629608672,389.7738437587956,7580.35097739099
ID187,A,2456.6604289336465,395.01831677754126,7339.169184630493
ID722,A,3211.5725386693975,415.1579244793121,9857.143724604222
ID441,A,2226.0978475472043,398.5082687348756,7250.68821497942
ID587,B,3025.7290727788168,415.0319093412153,8829.353081050047
ID664,C,2253.3655239207224,362.4410142559814,369.98060439992787
ID307,C,2369.496099987323,421.5584690082604,383.20082966230416
ID269,A,2677.5634541219747,430.9218457542085,8498.681772950364
ID251,C,2656.716240818453,385.7714156733743,120.26983270470282
ID546,A,2036.2020296666972,411.162386486709,6121.657904681266
ID604,A,2222.5836037470094,390.9149293878382,7245.540340513487
ID394,B,1702.5378852075878,380.9399325481248,5917.75696401226
ID694,B,1866.0217998765434,431.8248984673645,6220.519705339199
ID126,C,2289.480312358261,388.4227153188981,497.1615259495902
ID836,B,2480.5894658832135,410.2772520027228,6923.692609599895
ID400,B,2111.684787726098,398.15810580734393,6328.51564968341
ID433,A,2608.770296483278,411.53160789014356,8990.529373293997
ID383,A,2826.35017929516,373.8635648509442,9036.179868571382
ID769,B,2553.8897907648848,386.0241374729885,7859.563399517091
ID375,A,3043.6452673000745,387.4536302474428,9783.196467460315
ID336,A,2082.6513632254146,411.0692763270899,6705.173492288652
ID838,B,2420.942329592811,402.40572170530754,6919.566954324431
ID114,B,2366.8875045693344,394.69366440051965,7045.910505059844
ID755,B,2516.0474883310453,411.5431134009374,7556.909965759896
ID607,B,2417.4179453474335,407.02304211398047,7222.595449742568
ID812,C,2432.136635767938,386.6621482839698,530.2043611359084
ID160,C,2470.80576050116,398.44600887090627,1062.0393553826102
ID861,C,2587.671130549651,443.2516073681069,297.2295553269241
ID279,A,2250.1448726866056,403.2700209842274,7417.221508181787
ID173,B,2689.147324158297,412.8171958700134,7787.171050539267
ID706,C,2844.57441435831,394.29055875091575,69.66793428872052
ID242,A,3028.8575983025157,400.93498843085,9684.228295935172
ID341,A,2355.7459477837533,401.1108494693053,7899.11410359333
ID526,C,2667.366813951257,437.1266325080353,398.47525634437216
ID540,B,2647.8822072018274,397.92972271581743,7355.620750563072
ID421,C,2382.8540699112627,401.2696666285896,1084.9163759464427
ID565,C,2893.0122662941576,402.83474549780044,129.41523591768782
ID725,C,1708.522213412338,389.9870356182325,1249.00207640166
ID783,C,2171.435515824359,374.41733501122576,755.4111450138523
ID503,C,2620.432453467453,397.08992416806547,-22.61049772724664
ID854,C,3051.9000937006977,414.04571590687783,-760.5002448067901
ID840,C,2896.8894850988045,405.1463272768347,-408.45984440282064
ID367,B,2657.631335217898,384.6091440408646,7696.453424214247
ID647,C,1936.3831741247045,422.5336909886523,799.6998547726553
ID789,A,2963.985831403294,403.9046122680375,9506.401540341165
ID711,C,2762.7488465715965,391.00224394350016,-786.6440116433723
ID573,A,2158.3739830569266,380.7331248889912,7021.470552112525
ID116,A,2213.822440758767,416.7524095523403,7341.022830923737
ID613,B,2745.7959974877863,418.3056030566627,7840.881090151177
ID598,A,2331.5232328363613,382.24332781211797,7511.473374534176
ID467,C,2450.911236401186,417.72215140725456,180.3526828325828
ID866,B,2458.7165802460713,399.5204058072317,7422.017017595299
ID542,A,2062.44058562631,395.57752304597324,6809.977535845663
ID608,C,2299.4308340036996,399.78347283028756,1007.6591611073152
ID513,A,2816.9358200944057,403.923018264207,9034.097706923014
ID397,B,2588.584631691073,399.31358544782057,8967.379111522661
ID811,B,2714.4380345122,402.24644072768456,7666.222051771045
ID614,B,2908.70451160845,412.796179611528,7953.167919763096
ID673,C,2512.234417712303,405.6845368645347,316.7808875415267
ID351,A,2761.145199183319,403.77677119295396,8369.612006806085
ID871,C,2002.6759394483067,408.2775639014252,1197.8193484095882
ID418,A,2834.911808107225,381.1731167079986,9010.428146090828
ID543,B,2687.754875364663,398.79154548131913,8214.041197135011
ID660,C,2678.9122140011787,403.6502060272869,343.19048172339717
ID328,A,2360.227490756389,395.01469852761977,7640.102255415764
ID103,B,2195.808741882642,401.1404878683253,6777.6201575315135
ID686,A,2610.348053721953,403.460296691381,8557.983857207366
ID557,A,2286.992027287395,402.0638683367314,7075.191678766672
ID889,A,2334.096332362314,383.9753197626565,7047.385850854134
ID322,C,2346.972325938888,381.1387900189986,811.0969952010739
ID312,B,2659.925506098253,389.7013835608991,7988.925133255705
ID464,C,2302.4540702400145,411.7785458694459,835.3137192609981
ID446,C,2442.3326846580044,429.63023940081035,637.8929669837808
ID431,C,2961.8290772286973,388.67792018141824,-358.19854368392544
ID294,C,2855.3426349034253,376.6541052564516,309.69766755692854
ID332,C,3209.6952407462272,371.5325583159345,-400.1981448144352
ID348,B,3319.748329643962,404.9428852380842,9011.298130809762
ID609,B,2666.7358540929076,400.98432690905724,7765.296086580658
ID412,A,2081.9881414213723,396.7820457768995,7216.456142650994
ID611,C,3048.06829128608,395.5027074517436,-80.98446534012874
ID219,B,2333.1542783993323,383.08515215457226,6478.066041102666
ID171,C,2274.332672382248,403.28731181321757,-36.87122328714622
ID834,A,3480.305619783201,405.9718117598731,10766.368381031089
ID688,C,2310.1408103519943,388.57714192502397,777.8729746073345
ID392,A,2125.9924362802262,395.7637342670989,6984.961419994765
ID182,B,2695.853485077484,393.9371579166404,7939.1865391588635
ID597,C,2366.3313350175968,376.2854081157364,-375.1954447762648
ID465,C,2629.314530063749,417.4932572383651,309.57129679124455
ID713,B,2737.403082264133,392.4736905445941,7634.745889525382
ID377,A,2488.5626119639874,367.8044845695068,8390.007530478963
ID256,B,2049.13708572884,395.56628835230936,6683.246237870665
ID856,B,2296.427032182291,413.11231625052454,6911.553090812798
ID514,A,2551.3816264000434,389.68590684587446,8738.977297407488
ID653,A,2504.838122511864,393.9164042965706,7897.40865475049
ID210,B,2381.0859689859312,406.20646380494924,7668.051722560147
ID350,A,2838.367773880291,413.8318253264882,9306.525695375465
ID217,C,2263.36327976915,405.7219651518868,1174.0840491354215
ID146,C,2978.221823195311,387.9547360337478,40.08840654454161
ID234,A,2611.183254088628,370.1204244794311,8423.590656905497
ID462,C,2910.185920182683,418.37474904895726,-421.6202960644391
ID444,C,2012.9697078949453,406.5981219116134,389.8114611017652
ID440,B,3171.4735455949276,415.89336677324934,8680.398320212305
ID625,C,2382.16713695637,396.9393950541563,486.30774778765135
ID505,C,3037.23720550111,424.0973771920228,-122.43134028686518
ID115,C,2696.74649684499,391.1116517839204,-71.0623346291236
ID658,C,3034.1358312372745,425.6489619556664,57.878051709115425
ID507,C,2629.6461954107767,405.62471563212796,-38.033987865457675
ID894,B,2317.6789280890184,426.1067841034433,7112.985598651798
ID599,B,2883.5137153871865,419.59008293696337,8123.921177955821
ID874,C,2276.217980195195,388.3612815956906,608.7515692848235
ID635,B,2452.7512745763565,416.68080878567963,7594.1233298294865
ID443,A,1952.7068398862252,396.8829348314596,6134.425338847008
ID355,B,2341.511718170992,389.11729054686015,6963.475482096368
ID797,C,2226.5566036990595,395.76244410791,493.125473057999
ID572,C,2437.260900219744,393.3251308824141,295.5320441599929
ID745,B,2281.5492779326682,372.0661273302277,7220.206390159958
ID586,A,2626.2613864831937,416.5299692807269,8326.746697254099
ID656,B,2113.05578924977,386.4482371142827,6027.694184630407
ID837,C,2499.893228880786,402.23087817943957,585.3696687926649
ID767,B,2801.406550923451,403.49353057167315,8351.212220088799
ID651,A,2377.108176771913,431.6091580400429,7467.006756668175
ID582,C,2311.7175830752253,416.58608771480255,409.855441359392
ID770,A,2383.0409546841247,408.0513787839784,7533.111387338169
ID888,B,1993.8889200583867,389.6003792006894,6572.575748151807
ID215,C,2074.627251926463,382.8369856653081,1092.596421383907
ID723,A,2701.537186905087,405.4011420249114,9227.11705403525
ID784,B,2603.2371188222255,407.4445653230396,7898.290817719526
ID610,B,2928.6156509583584,396.50244242299544,7736.9139179637195
ID887,A,1935.6226856628405,397.98933898927663,6657.132498612824
ID232,B,2790.000875712939,399.8719826980653,8847.435055770216
ID530,A,2974.794156430022,377.23570024972815,9676.347654570927
ID493,C,2303.726334964949,401.62491585942587,556.8134558725092
ID271,C,2229.896245113978,429.4292121059402,787.7576032578031
ID291,A,2318.7810344872482,387.12198920044636,7738.09070398107
ID646,C,2430.44363153138,393.00310598663157,647.4270792946259
ID792,B,2404.808458126919,379.98113350637243,6741.9343815125185
ID623,C,2636.9775624522863,396.53518019255034,461.51118489395867
ID588,C,2559.454269272448,395.2507855383414,145.27477923792503
ID241,A,2427.5096665222213,395.089201563702,7994.464841228546
ID281,B,2712.7020971881693,387.041192269091,7923.2895272320075
ID414,A,2208.408620603384,393.8201480298311,7189.657180459773
ID376,A,2468.9333752221764,393.29107562727216,7951.0461971424165
ID519,B,2155.138980231031,409.2833044295025,6850.353128464029
ID343,A,2502.8309196080177,422.8469897055157,7812.983126441504
ID795,C,2329.016793095817,390.05834465211393,34.96086391653603
ID785,A,2407.9439096719134,374.08011474099413,8741.466204829187
ID452,C,2658.752918817587,403.9674904541391,251.9866475137651
ID822,A,2058.7263647075724,418.9551228594551,7094.454846402799
ID172,C,2761.9427664769637,400.33489867036735,-84.00453329856464
ID831,C,2406.500596885325,402.86482994215413,810.3400405845534
ID166,C,2223.7567188045277,387.4955401152748,1056.4007729645045
ID484,B,2311.6058733981845,401.88686848625304,7145.370667472647
ID681,B,2296.5993556505364,419.43826526704777,7516.516942125335
ID170,B,1999.327301504089,417.4393299772772,6489.765987905621
ID213,C,2441.2587752345316,412.59983373504184,331.247957955585
ID638,C,2552.0887326035336,383.1524618241446,561.8303333575805
ID773,B,2601.6041958732676,383.80154887460463,7609.459551317808
ID621,A,2916.490386722819,405.92056137752064,8986.928935328116
ID303,A,2435.6512306978525,396.0899908315659,8015.04899939749
ID276,A,2298.625534180607,389.98733281463507,7361.763253182337
ID200,A,2380.6657754920216,416.7339184839203,7483.458118538607
ID292,A,2214.8602118590443,395.24371612561856,7342.125171685962
ID791,B,2270.3961907576454,404.3007147646357,7553.235804613434
ID772,B,2010.741738272292,401.3333568851892,6300.773087348982
ID275,B,2562.605352042176,396.8574287021179,7220.535152131688
ID631,C,2179.6766363648885,419.52724097777684,1007.6188168013391
ID732,A,2518.2275322824394,412.4382874253755,8098.660271502926
ID771,A,2328.5573878241908,406.7854844670553,6818.760774031738
ID407,A,2250.92610556144,392.90030810659664,7301.01656341792
ID435,A,2212.6383246360438,405.5291385202567,7142.187708833977
ID157,C,2817.244441490875,391.79484274753315,-167.73650816646023
ID374,A,2294.859181154211,394.1476372471476,7415.880178420724
ID353,C,2031.4864862372674,419.11411212436633,887.9240975092339
ID730,A,2209.3326603255173,406.9265620745223,6843.402661423186
ID828,B,2577.5595020649735,382.74044009692346,7841.681558996646
ID860,C,2419.908133699047,395.7866944654759,664.073904303574
ID255,B,2029.4285501683926,430.16619555592564,6477.201756227991
ID779,C,2320.423227581531,407.1794670493091,897.9884005486556
ID720,C,1911.9891041478145,400.8439266241537,914.3848594348385
ID747,B,2678.5652625918156,402.57202954760754,7638.200810126706
ID555,B,3153.0297264117,390.6184523643444,8102.039108527382
ID283,A,2164.194381276191,416.58453172679134,7081.737231436359
ID622,C,3277.689524125319,390.8887077554285,-289.1218007788316
ID415,B,2709.79706053472,389.7219386767129,7822.50375439563
ID864,B,2338.367238124478,410.54008015548703,7205.763694652762
ID357,A,2573.9162794351705,391.84191129471617,8652.459889192063
ID196,A,2486.2085107093103,392.22745407951993,8191.163486412388
ID311,C,2333.3125201833955,404.56016180606304,1090.593757880891
ID406,B,2271.5328120402146,398.2820989153482,7071.167653781887
ID330,C,2134.621156250123,422.88648391582257,897.9106940118938
ID825,C,2144.851894242439,432.2843436166597,666.20162254189
ID636,B,2262.4376096465726,407.62758733864416,7526.012243576677
ID323,A,2332.088086483772,385.19987610168204,7509.18751782431
ID101,A,2903.2843652803126,405.5931619202794,9310.699002760466
ID810,B,2767.604108711825,416.56803577114226,8269.368056670028
ID453,B,2021.174028255132,409.8350696041219,6923.06983672582
ID143,C,2496.9174300194218,398.71989112419976,273.5059056134637
ID675,A,2439.2458832237394,397.20267645976617,7714.58767141297
ID110,B,2621.8232547402963,412.2471577030662,7511.826442911665
ID793,A,2392.3724698768324,402.6878981462454,7748.341918089211
ID807,A,2197.2214567765864,393.3397259915848,6933.106411533638
ID768,B,2997.1642246380347,384.16370705860993,8349.19119080986
ID603,C,2573.7555898840906,447.31471945881447,922.347397074383
ID687,C,2692.4949902383455,416.0569592837434,750.430346486643
ID178,B,2479.264731494796,422.4420409820155,7950.02735440962
ID485,C,2701.9406686628495,397.3787278788346,209.7870925002917
ID138,A,2575.5824704885554,403.0049714637475,8426.354045091304
ID551,B,2492.7974490216848,401.23038851283866,7196.58243938592
ID778,C,2479.3823716609854,405.6145623249842,175.39781169416256
ID147,B,2672.911374887139,387.4928644602051,8362.759411797992
ID695,B,3196.6616748838783,415.3507370988619,8749.381551170209
ID842,A,2675.776272873366,407.74977086973877,8364.426124148187
ID580,C,2107.307239964298,399.2720416092151,694.3985801387294
ID149,C,2977.752024830653,433.91927860403047,-15.675227687331699
ID354,A,2419.571069754786,405.4148216189369,8718.08054587288
ID569,C,2621.9128833984623,425.75114682097853,80.2613815380164
